title_ch,title_eng,body,hsk_level,link 
早起与晚睡,Get up Early and Sleep Late,如果老板给的薪水不足以激励你每天早起，一项新研究又给了你一个早起的理由：早起的人更不容易得抑郁症，而且幸福感更强。 一项研究指出，早起的人患抑郁症的可能性要低35%，这是由他们的基因决定的。科学家发现了327个新基因区域，这些基因区域决定了人们是早起的“鸟儿”还是“夜猫子”。这一研究结果首次表明，夜猫子的基因和常人有差异，而这一差异与智力有关。一些夜猫子的视网膜以及察觉光线的大脑部位很活跃，研究人员现在怀疑夜猫子可能是因为家里的人工光线才保持清醒。这些人工光线会对夜猫子的眼睛产生特殊影响，扰乱大脑收到的信号，让大脑误以为夜晚还没到。另外，研究结果还显示，一个人是夜猫子还是早起者，至少有13%是遗传自父母。,6,https://mandarinbean.com/get-up-early-and-sleep-late/
假期体重管理,Holiday Weight Management,过完春节我们都会胖几斤，所以在春节假期之前，杭州一所中学的学生都称了体重。如果他们在春节期间长胖超过两公斤，下学期每天都得去跑步。 学校的老师表示：”在放假前给学生们称一下体重，是想给他们点危机意识，防止春节过后体重超标。”然而在中国的社交媒体上，人们对老师的这个计划有着不同的看法。一位用户说：”我认为让学生意识到自己的身体健康是件好事。”也有人评论说：”中学生还在长身体，体重波动不是很正常吗？” 如今，中国已经拥有了世界上最多的肥胖儿童。2017年的一项研究告诫说，到2030年，中国肥胖儿童的人数可能达到5000万。专家认为这主要是由于年轻人的饮食中含有大量加工食品，而且学业压力大导致学生体育锻炼时间减少。对这位老师的做法，你怎么看呢？,5,https://mandarinbean.com/holiday-weight-management/
流行音乐变得越来越愤怒,Pop Songs Have Become Angrier,听了这么多年流行音乐，你有没有发现其中的变化？专家表示，在过去60年里，流行歌曲变得越来越愤怒和悲伤。 研究人员分析了上世纪50年代至2016年畅销歌曲的歌词，发现表达愤怒和悲伤的歌词增加了，而表达快乐的歌词减少了。虽然表达悲伤、反感和恐惧的歌词随着时间的推移也逐渐增加，但增加的程度不及表达愤怒的歌词。研究还发现，在上世纪50年代晚期，快乐是流行音乐歌词的主旋律，但随着时间的流逝，快乐的歌词越来越少。 歌曲的排名是基于受欢迎程度指标，比如社交媒体播放量等，以反映音乐消费的变化。研究人员分析了每年的最流行歌曲，研究并没有表明音乐在改变，而是音乐消费的偏好随着时间在改变，现代音乐消费者对表达悲伤或愤怒的歌曲更感兴趣。,6,https://mandarinbean.com/pop-songs-have-become-angrier/
用外语撒谎更容易？,Is It Easier to Lie in a Foreign Language?,大多数人没觉得用外语撒谎比用母语撒谎更难，但会发现用外语讲真话比用母语讲真话更难。这一令人惊讶的结论由维尔茨堡大学的两位心理学家研究得出。他们的研究成果对信誉评估过程很重要。 目前，一种理论认为用外语撒谎更难。因为与说真话相比，撒谎需要更多的认知任务，额外的认知挑战会增加用外语撒谎的困难度。而另一种理论认为用外语撒谎比用母语撒谎更容易。因为撒谎与说真话相比，会牵扯更多情绪，用外语撒谎时情绪不会那么激动。因此，减弱的情绪会有利于说谎。 为了解决这个问题，心理学家们进行了多项实验。他们要求50多名被试者完成特定任务，同时测量了相关数据。结果表明，用外语撒谎时，认知挑战和情感距离会发生抗颉作用，因此大多数人不会觉得用外语撒谎比用母语撒谎更难。,5,https://mandarinbean.com/is-it-easier-to-lie-in-a-foreign-language/
印度锡金将试行普遍基本收入制,"Sikkim, India Will Pilot the Universal Basic Income System",普遍基本收入制，简而言之就是不工作也有钱拿。近日，印度锡金的执政党宣布了一项雄心勃勃的计划：为其610577名公民提供普遍基本收入。普遍基本收入是政府无条件向所有公民定期用现金支付的收入。旨在取代政府向公民提供的复杂的援助系统，将支出的决定权交给受助人。如果计划成功实施，那么这将是迄今为止世界范围内最大规模的试点。许多支持者表示，这一制度能提供一个安全网，帮助减轻贫困和应对工作自动化带来的挑战。与此同时，批评者表示，这将降低人民工作的积极性，最终会付出巨大代价。在芬兰、加拿大等福利好的发达国家都已经进行过小规模的试验，结果都是无疾而终。如今，印度锡金也要学发达国家试行普遍基本收入制，不知道理想能否实现呢？,6,https://mandarinbean.com/sikkim-india-will-pilot-the-universal-basic-income-system/
天空广告,Sky Advertisements,近日，俄罗斯一家公司宣布将把广告做到天上去，该公司计划最早于2021年将广告牌发射到近地轨道上。 俄罗斯公司StartRocket宣布，计划推出用纸巾盒大小的卫星CubeSat排列成的入轨广告牌。这些微型卫星将在地球上方400至500千米的高空运行。StartRocket公司的项目负责人弗拉德·西特尼科夫说:”未来我们将生活在太空中，人类会开始将文化传送到太空。作为先驱者，我们越专业，越有经验，对大家越有好处。” 但有专家指出，耀眼的广告牌会阻碍人类研究天空，而且这种卫星网最终会成为太空垃圾，可能会对更重要的太空活动或飞行安全造成干扰。不过西特尼科夫似乎并不在意科学团体对公司项目的批评声。他说:”说不定我们就此发明了一种新媒体——第一个轨道媒体呢？” 或许，在不久的将来，当我们仰望夜空时，看到的是国际大品牌的广告而不是星星。,6,https://mandarinbean.com/sky-advertisements/
长处与短处,Strength and Weakness,两个老板一见面，便彼此交换经营心得。其中一个老板抱怨道：”我不能容忍公司的三个员工。一个吹毛求疵，整天嫌这嫌那；一个杞人忧天，总为一些莫名其妙的事情担忧；而另一个游手好闲，喜欢在外面闲逛。”另一个老板想了想，说：”干脆让他们三个人到我的公司上班吧，这样也省了你解雇他们的麻烦。”第一个老板高兴地答应了。 第二天，这三个人到新公司报到，新老板早已为他们安排好了工作：爱吹毛求疵的一位负责质量监督；杞人忧天的一位负责安全保卫；而喜欢闲逛的负责外出做宣传和调查。一段时间后，这三个人在各自的工作上做出了优秀的业绩，那个老板的公司也因此迅速发展起来。 有时候，短处与长处不是绝对的，只要善于运用，短处也可以转化为长处，关键是要具备第二个老板的智慧和眼光，试着从多个角度去看待同一个问题。,5,https://mandarinbean.com/strength-and-weakness/
共享化妆间,Shareable Make-up Rooms,“共享化妆间”现身武汉，你能接受与陌生人共享化妆品吗？ 目前，中国正倡导使用既有经济效益又有环保效益的共享技术。在中国庞大的共享经济中，”共享化妆间”代表着一个新前沿，从去年10月开始在中国涌现出来。只要用手机扫描二维码支付小额费用，顾客就可以进入化妆品齐全的化妆间进行化妆。在武汉的一个化妆间里，化妆品总价值约4000元，化妆间的使用时间为15至45分钟，最高价格是每次58元，所以费用很便宜。 不过，人们对“共享化妆间”有着不同的看法，一些人认为这可以让她们用得起昂贵的化妆品，而有些人则很排斥与陌生人共享化妆品，担心感染病毒。所以，有人认为鉴于中国城市居民消费能力猛增且乐意将可支配收入用于化妆品，”共享化妆间“会在中国火起来，而有的人则对此并不确信。,6,https://mandarinbean.com/shareable-make-up-rooms/
半数工作将被人工智能取代?,Will Half of Current Jobs Be Taken Over by AI?,人工智能取代人类工作的预言早已不新鲜，而且正在变成现实。近日，中国人工智能专家李开复警告说，未来15年内世界上一半的工作将因为人工智能而消失。 李开复是中国的一位风险投资人，曾经是谷歌在中国的主管，在人工智能方面有超过30年的经验。他说：”全世界的职业都面临着一场危机，但是人们还没有充分意识到人工智能会对自己的工作产生什么影响。”他认为非常有必要”警告人们将会有替代自己的机器人出现，并告诉人们如何开始重新接受培训。”李开复还指出，幸运的是，人工智能不能做所有的事情，比如复杂的战略规划，人与人之间的心灵沟通等。 李开复建议父母们鼓励孩子放手去做自己最想做的事情，让孩子们学会沟通，这样才能在人工智能时代更好地生存下去。,5,https://mandarinbean.com/will-half-of-current-jobs-be-taken-over-by-ai/
肚子越大脑子越小,Belly Fat Bad for Brain,,6,https://mandarinbean.com/belly-fat-bad-for-brain/
养宠物,Pet Ownership,养一只可爱的宠物无疑会让家庭生活更美好，而且这似乎还能影响到宠物主人的职业发展。事实上，根据一项最新调查，养宠物的人在职业上会更加成功。 研究人员调查了来自不同行业的857位美国成年人。在受访的高管中，0.93的人从小家中就有宠物相伴，0.78的人表示和宠物一起长大对他们成年后的事业成功有帮助。那么，养宠物到底能在多大程度上促进事业成功呢？根据这项调查，受访的高管们表示，宠物教会了他们责任、创造力、同情、纪律和组织，这些在职场都是宝贵的品质。另外，即便是你小时候没有宠物，在成年后才开始养宠物也有助于事业成功。 一家宠物医院在一份声明中表示：”我们早就意识到人们和宠物之间的特殊关系，这一最新研究支持了我们的理念，宠物或许有助于我们的人格形成。”,5,https://mandarinbean.com/pet-ownership/
日本企业鼓励员工多睡觉,Japanese Companies Encourage Employees to Have Adequate Sleep,日本是一个以加班和过劳死闻名的国家。近年来，日本企业为了让员工不加班、少熬夜，想了很多办法。这些措施真的能改变日本人缺觉的现状吗？ 在28个国家开展的一项调查发现，日本男性和女性平均每晚睡眠时间只有6小时35分钟，比国际平均水平少45分钟，这意味着日本人是全世界最缺觉的人。失眠导致员工急躁易怒、生产效率低下。据估计，员工失眠每年导致日本经济损失1380亿美元。 去年，IT服务供应商Nextbeat在东京的总部设立了两个“战略卧室”让员工休息，一个给女性，一个给男性。Nextbeat的董事会成员澄川惠美子说：”睡觉能够和均衡的饮食和锻炼一样提高工作效率。”婚庆策划公司Crazy还用积分奖励那些每晚至少睡六个小时的员工，这些积分可以用来换购公司食堂的食物。,6,https://mandarinbean.com/japanese-companies-encourage-employees-to-have-adequate-sleep/
便宜衣服比名牌衣服更耐穿,Cheap Clothing Is More Durable Than Designer One,如果你花很多钱买名牌衣服，期望它们的质量比平价衣服好，你可能需要重新考虑一下了。 近日，英国利兹大学的一项研究发现，快时尚品牌的衣服竟然比名牌衣服更结实，穿的时间更长。萨姆纳博士说：”快时尚品牌牛仔裤的寿命是名牌牛仔裤的两倍，但是价格却只有名牌牛仔裤的十分之一。”当然，在买新衣服时，价格不是唯一要考虑的因素。时装行业在一定程度上造成了环境污染，低成本服装严重加剧了垃圾填埋和二氧化碳排放。服装潮流变化很快，有些衣服可能只穿了7次就被丢弃了，但被回收用来制作新衣服的却不到1%。 总而言之，在买新衣服之前要考虑的东西很多。但是，继续穿你的廉价牛仔裤对你的财政状况和环境都有好处，而且它们很可能和你喜欢的那条名牌牛仔裤一样耐穿。,5,https://mandarinbean.com/cheap-clothing-is-more-durable-than-designer-one/
中国的时尚市场,The Fashion Market of China,根据外国媒体的报道，中国将在2019年取代美国，成为全世界最大的时尚市场。 中国近14亿人口的财富正在迅速增长，从而产生了一个有能力在体育、娱乐当然还有服装和鞋类上消费的数量庞大的新消费者群体。这正在塑造时尚产业的运作方式。例如，意大利品牌杰尼亚现在把中国而不是美国作为测试新产品的地点，然后再决定是否在全世界推广这些产品。很多奢侈品品牌已经严重依赖中国消费者，一段时间以来，中国人一直是世界上最大的奢侈品购买群体。 当然，奢侈品只是中国消费情况的一部分，它的价格对多数中国人来说还是过于高昂的。因此，平价服装的市场非常巨大，正在蓬勃发展。中国平价服装市场的大部分需求依靠的不是西方品牌，而是海澜之家等本土品牌，现在越来越多的中国人开始接受本土品牌。,6,https://mandarinbean.com/the-fashion-market-of-china/
韩国女性“逃脱束缚”不化妆,Women Destroying Makeup,哪个地方的人最爱漂亮？可能很多人会想到韩国，在那里几乎每个女性都会先化妆再出门。不过当地最近正掀起一场“逃脱束缚”运动，部分女性开始反思是否人人都要追求同一种美的标准：白皮肤、大眼睛、高鼻梁等。更有许多韩国女性在社交媒体上传摧毁化妆品的照片或视频，来表明自己要摆脱化妆的劳累人生。 在韩国，女性通常每天要花好几个小时化妆，在上班之前两小时起床化妆，睡觉前还要进行复杂的护肤程序，一般有10个以上的步骤。”逃脱束缚“是#MeToo时期韩国爆发的最新一次女权运动。根据世界经济论坛的排名，韩国的性别平等状况在144个国家中排名仅第116。放弃了美容习惯的女性称自己为“美丽抵抗者“，这也是她们对高度男权的韩国社会的抵制行为的一部分。韩国社会一直强调女性的美丽外表是人生成功的关键。,5,https://mandarinbean.com/women-destroying-makeup/
米歇尔回忆录成畅销书,‘Becoming’ the Bestseller,米歇尔·奥巴马曾经是美国最受欢迎的第一夫人，如今，她成了美国畅销书的作者。她的回忆录《成为》上市才15天，就跃居2018畅销书排行榜榜首。 这本回忆录的出版商企鹅兰登书屋宣布，回忆录《成为》在11月13日上市后，15天内就在美国和加拿大地区售出了超过200万本。这一销售数据包括电子书、有声书等各种版本的销售量。兰登书屋称，这意味着，在2018年美国和加拿大出版的所有书籍中，这本书的销售量排名第一。《成为》在其他国家也很受欢迎，而且正被翻译成31种语言出版。在纽约，人们为了获得米歇尔的签名书在严寒中等待超过16个小时。 结束十年聚光灯下的生活之后，这本书让人们可以前所未有地了解米歇尔的生活。书中米歇尔谈到了她的婚姻、种族、事业、家庭和各种与之相关的挣扎。,6,https://mandarinbean.com/becoming-the-bestseller/
伦敦“封杀”垃圾食品广告,Junk Food Ads to Be Banned,你是否曾经想过，有一天麦当劳、肯德基这些快餐店的广告会消失？这一天很快就要来了，不过是在英国伦敦。 从明年2月25日开始，伦敦将禁止整个公共交通系统为任何垃圾食品打广告，包括含糖饮料、巧克力和汉堡等。这意味着无论是地铁、公共汽车上，还是出租车上，都将不再会有诱人的垃圾食品广告。但是，只要食物中的脂肪、盐以及糖含量都比较低，快餐连锁店仍然可以推销沙拉等健康产品。 伦敦市长萨迪克•汗已经批准“强硬行动“倡议，这是旨在于2028年前减少儿童肥胖现象的“伦敦食品战略“的一部分。伦敦是欧洲儿童肥胖率最高的地区之一，近0.4的10岁及11岁儿童超重或肥胖。萨迪克•汗在谈到这个存在争议的方案时表示：”减少接触垃圾食品广告不仅有利于儿童，而且还有利于准备食物的父母及家庭。”,5,https://mandarinbean.com/junk-food-ads-to-be-banned/
法国出台最新留学政策,The Latest Study-Abroad Policy of France,法国拥有多所百年名校，留学生学费也比其他国家低很多，但是法国的留学生比美国和英国的少。为了在未来10年中将留学生人数增加一倍以上，法国政府近日宣布了简化签证程序、改革大学学费以及在大学提供更多英语课程等措施。 根据最新计划，法国还将提高非欧洲经济区国家留学生的学费，以提供更好的设施。不过，学费上涨以后，仍比英国和其他邻国的学费低很多。法国总理爱德华•菲利普表示：”目前一个富裕外国留学生交的学费和一个贫穷法国学生交的学费一样多，而后者的父母已经在法国居住、工作并纳税多年，这是荒谬和不公平的。”从明年9月开始，非欧洲经济区国家的留学生就读本科学位的学费将从目前的每年170欧元上涨至2770欧元，他补充说：”这意味着法国仍将补贴留学生三分之二的学费。”,6,https://mandarinbean.com/the-latest-study-abroad-policy-of-france/
印度“婚礼旅游”渐兴起,India Wedding Tourism Booms,婚礼通常被认为是只属于家人朋友的私人活动，但印度的一些新人却很愿意邀请世界各地的陌生人来参加他们的传统婚礼——当然这是要收费的。 在一些人看来，花数百美元去外国参加两个陌生人的婚礼可能很奇怪，但专门从事婚礼旅游的公司“参加我的婚礼“却表示，对于想在最短时间内体验最多印度文化元素的游客来说，这是“终极的浸入式文化体验“。客人们可以穿上传统印度服装，品尝印度风味的食物，亲眼目睹并参与到迷人的婚礼习俗中去，感受独特的婚礼气氛。 婚礼旅游在印度是一项蓬勃发展的产业，”参加我的婚礼“公司的创始人奥尔西•帕卡尼称，世界各地游客对婚礼旅游的需求很高。她表示，她们公司已经帮助至少100名左右外国游客在印度参加了超过25场婚礼。,5,https://mandarinbean.com/india-wedding-tourism-booms/
酒店提供社交媒体托管,Hotel Offers ‘Insta Sitters’,想暂时摆脱社交媒体、享受假期，但又总忍不住去更新一下图片、回复一下评论……你是不是也曾经为此烦恼？不要担心，如今你可以在一家连锁酒店雇佣一位“Instagram看护“来消除这个烦恼。 最近，瑞士的宜必思连锁酒店新推出了一项社交媒体托管服务，这是一种称为“你休息，我们来发帖“的新奇服务。该服务将向顾客提供一名Instagram看护，为想暂时离开网络的客人发布照片、故事，甚至回复评论。客人只需要把自己的Instagram登录信息分享给看护，看护就将确保在客人入住期间更新他的Instagram账户。这家连锁酒店与16位Instagram网红合作，由这些网红担任社交媒体看护。宜必思酒店表示，这项服务的目的是帮助顾客消除度假时必须活跃于社交媒体的压力，同时又能继续上传好看的图片。,6,https://mandarinbean.com/hotel-offers-insta-sitters/
沙县小吃在美国,Shaxian Snacks in the United States,在美国纽约的第八大道上，一家刚开不久的小饭馆生意异常火爆，饭馆外面写着四个汉字——”沙县小吃”。但这家小吃店的开业第一天，在正式对外营业仅仅3个小时后，竟然就关门了！原来是因为他们只用了3个小时就卖完了所有的食物。 平常，餐厅从早上8点营业到晚上11点。午饭时间人最多，顾客多得要排队拿号。也有许多人会打电话预订，然后再到店里来拿。最受欢迎的”柳叶眉”蒸饺，保守估计一天能卖出1500个。” 沙县小吃”起源于中国东部的福建省沙县，它的制作工艺已经有1000多年的历史了，在沙县民间有着浓厚的文化底蕴，被称为古代汉族传统饮食的”活化石”，是宝贵的”非物质文化遗产”。” 沙县小吃”随着当地人离开家乡去外地工作而传播到其他地方，已经在中国获得了成功。如今，”沙县小吃”来到了纽约，受到了当地人的喜爱。,5,https://mandarinbean.com/shaxian-snacks-in-the-united-states/
蜂蜜没有你想的那么健康,Honey Is Not as Healthy as You Think,从古代到现在，无论在中国还是在外国，蜂蜜的”名声”都好极了。古希腊人认为蜂蜜是神赐的礼物，在现代，蜂蜜被认为是糖的健康替代品，是治疗喉咙痛、细菌感染的天然药物。但是，蜂蜜真的有人们说的那么神奇吗？ 高糖饮食会提高患心脏病等疾病的风险，但我们又爱吃甜的食物，所以健康专家建议人们选择糖的替代品，而最受推崇的就是蜂蜜。但是事实上，它的热量比糖更高，所以少吃糖是好的，但是转而囤积蜂蜜可能也不怎么好。 蜂蜜作为药物的名声并非完全没有根据，一些蜂蜜确实有抗菌和缓解喉咙痛的功效。蜂蜜的湿润和黏稠意味着能很容易地覆盖在伤口上，保持伤口清洁，避免皮肤组织干燥脆弱和昆虫叮咬感染。蜂蜜的这个特点对发炎组织可能也有舒缓作用，但是，这些功效都是有限的。,6,https://mandarinbean.com/honey-is-not-as-healthy-as-you-think/
自律,Self-Regulation,如今，科技已经完全改变了我们以前的生活，我们的时间被社交网络、手机、游戏等慢慢吞噬，真正去完成一些事情的时间逐渐变少。我们的意志力在不断地接受着各种诱惑的考验，在目标和堕落中挣扎的人越来越多。 不知道你有没有听过这样一个有趣的实验：测试孩子们对糖的自控能力。具体做法是，能在一定时间内忍住不吃糖的孩子，会额外得到一块糖作为奖励。结果显示，只有少部分孩子能坚持得到第二块糖。根据观察，不管是在学校，还是在其他重要的领域，能在短期内抵抗糖诱惑的孩子，比无法抗拒诱惑的孩子表现更好。 那么，自律是什么？自律是为了实现更长期目标而适当管理我们的冲动的能力，即意志力。善于控制自己的人能做正确的事情，来保持自己的健康和快乐。,5,https://mandarinbean.com/self-regulation/
西班牙开首家女性酒店,Spain’s Women Only Hotel,西班牙第一家女性酒店将于2019年春季在非常受游客欢迎的马略卡岛开业。这家酒店名为索姆夫人女性酒店，只向18岁以上的女性顾客开放。索姆酒店集团总裁霍安•昂里克•卡佩利亚说：”我们不是在声张女性权利，而是为了满足日益增长的需求。”索姆夫人酒店将提供39间装饰成粉白色的时尚客房，还将提供游泳池、免费网络、健康的饮食和现场音乐演奏等，索姆夫人酒店计划雇佣的员工也将以女性为主。 卡佩利亚强调了女性酒店的一个重要特点：让女性游客感到安全。他说：”我们男人有时注意不到的是，当一名女性进入房间时，很多男人都会向她投去目光，许多女性认为这是一种冒犯。” 随着女性旅游团的兴起，以及越来越多的女性选择一个人旅游，一些酒店计划为女性游客提供更多的安全空间也就不奇怪了。,6,https://mandarinbean.com/spains-women-only-hotel/
“Single-use”当选《柯林斯词典》年度词汇 “Single-use”當選《柯林斯詞典》年度詞匯,Collins Dictionary’s 2018 Word —— “Single-use”,2018年哪个英语词汇最流行？”single-use（一次性的）”！ 据报道，英国出版的《柯林斯词典》把“single-use”评为2018年度词汇。《柯林斯词典》拥有一个45亿词语的语料库，工作人员从书籍、报纸、杂志和广播电视等媒介出现过的词汇中，选取出年度代表词汇。 《柯林斯词典》表示，今年词语“single-use”出现的频率大幅度增加。这个词用来形容用完后就扔掉的塑料产品,5,https://mandarinbean.com/collins-dictionarys-2018-word-single-use/
超90%食盐中含微塑料,Table Salt Contains Microplastics,塑料垃圾泛滥,6,https://mandarinbean.com/table-salt-contains-microplastics/
地球生命力报告,Earth Vitality Report,世界自然基金会（WWF）发布《地球生命力报告2018》。报告显示，野生动物种群数量在40多年内消亡了60%。人类的活动是最大的威胁，包括栖息地丧失和退化以及对自然的过度开发。这个报告还清楚地展示了人类活动对野生动物，以及森林、海洋、河流和气候带来的影响。 大自然一直在默默地维持和支持我们的社会和经济活动，现在依然如此。我们却没有采取任何措施来保护它。报告呼吁形成一份新的有关自然与人的全球协议，促使全球采取统一行动重新思考、定义怎么保护和恢复地球的生物多样性。,5,https://mandarinbean.com/earth-vitality-report/
中国未成年人近视低龄化,Chinese minors with shortsightedness trend towards younger ages,2014年全国学生体质健康调研与监测结果显示：中国小学生、初中生、高中生、大学生的视力不良率高达45.71%、74.36%、83.28%、86.36%。估计目前全国近视中小学生超过1亿，近视率排在东亚和东南亚国家前列。不仅如此，中国未成年人近视越来越呈低龄化趋势，而且农村学生近视率快速上升，已经开始超过城市。 导致近视高发的原因涉及学校、家庭、社会等多重因素，降低近视率，真的可能吗？近视的发生，除了极少数遗传因素，更多和行为习惯有关。学生长时间近距离用眼，特别是电子产品滥用，是目前儿童青少年近视高发的重要原因。防控近视需要全社会共同努力。,6,https://mandarinbean.com/chinese-minors-with-shortsightedness-trend-towards-younger-ages/
中国互联网公司停止社会招聘？,Chinese Internet companies stop social recruitment?,最近，有消息称阿里巴巴、京东这两家公司将全面停止社会招聘。对于这个消息，两家公司都否认了。 阿里巴巴表示，收缩招聘只是阿里巴巴近期的一次人才体系升级，主要目的是激发和释放年轻人的能力和潜能，给有能力的年轻人晋升的机会。 京东也表示，京东最近是校园招聘季，所以以校园招聘为主，但社会招聘也没有停止。 有猎头表示，目前两家公司的社会招聘基本以比较高级的专家、管理岗位为主，很多中低级别都已经没有相关的岗位了。,5,https://mandarinbean.com/chinese-internet-companies-stop-social-recruitment/
意餐厅允许用粉丝“付款”,Pay Followers for Free Foods,如今，社交媒体已经变得如此重要，以至于商家会向任何在社交网络上拥有一定数量粉丝的博主提供免费赠品。 米兰“这不是家寿司店“餐厅的老板清楚地意识到Instagram等社交网络的潜力，因此如果赠送博主一些寿司就能获得几次曝光的机会，他们会非常乐意这么做。这个主意非常简单，你拥有的粉丝越多，不花钱能吃到的食物就越多。拥有1000到5000名粉丝的顾客将可以获得一盘免费寿司；拥有5000到1万名粉丝，可以获得两盘免费寿司；拥有1万到5万名粉丝，可以免费获得四盘；拥有5万到10万名粉丝，可以免费获得八盘；拥有超过10万名粉丝的网红，可以免费获得全套午餐或晚餐。光拥有很多粉丝是不够的，顾客还必须在自己的Instagram帐户上发布照片并且标上@thisisnotasishibar与#thisisnotasushibar标签。只有在向收银员出示所发布的帖子后才会收到免费寿司。,6,https://mandarinbean.com/pay-followers-for-free-foods/
极端天气或致啤酒减产,Climate Affects Beer Supply,不断上升的全球气温不仅影响到我们的安全，也影响着人类的饮食。东英吉利大学开展的一项研究发现，极端天气和啤酒消费量之间存在联系。 研究人员称，极端天气条件可能导致全球啤酒消费量下降0.16，等于全球少喝了290亿升啤酒，这相当于美国全年消费的啤酒总量。问题出现在供给而非需求上。如果发生与气候相关的现代灾害，农民可能没有办法保证大麦的产量，而大麦是啤酒的主要成分。中国作为世界上最大的啤酒消费国，受到的影响将更加严重。如果未来出现极端高温天气或干旱，中国的啤酒消费量可能会下降约0.1，也就是说全国人将少喝120亿罐啤酒。研究人员称：”我们想说的是，如果人们以后仍想边看足球比赛边喝啤酒，就必须对气候变化采取行动。”,5,https://mandarinbean.com/climate-affects-beer-supply/
 “摔倒之星挑战”国内走红,Flaunting Gets Down-to-earth,据报道，最新网络潮流“摔倒之星挑战“在国内发展成了一股并非单纯炫富，而是炫耀个人爱好和专业能力的潮流。” 摔倒之星挑战“邀请人们发布自己在布置好的场景中摔得趴在地上、周围散落着摆好的个人物品的照片，分享最佳假摔照。但在我国，人们将这股潮流变成了告诉别人自己的职业和自己多年来取得的成就的方式。截至目前，新浪微博的“炫富挑战“话题阅读量高达约23亿，来自不同行业的人参与这项挑战，拍出有创意的照片。警察“不小心摔了一跤“，周围是各种专业设备和荣誉证书；医疗人员在工作场所“不小心摔了一跤“，被个人奖项、专业书籍、设备和一堆日常文件包围；作家“摔出“一堆著作；收藏家则“摔出“自己的藏品。,6,https://mandarinbean.com/flaunting-gets-down-to-earth/
头像,Avatar,在社交软件重度使用的今天，社交媒体所迸发的巨大能量让我们惊讶。而你有没有注意到头像的内在潜力呢？ 坦白来说，一个人的头像在网络社交中的地位，就像是外表在现实生活中的作用一样，会在很大程度上影响聊天时的第一印象。看了一个人的头像，我们对他的基本情况会有一定的了解。比如，他是不是一个幽默的人？胖还是瘦？这些我们都能从一个人的头像中获得一些线索。一个冷漠的背影也许会让人觉得这个人很难相处，而微笑的照片也许就会让人觉得这个人很亲切。 有时，头像能在一定程度上反射人的内心世界。研究发现，喜欢使用动物等虚拟头像的人内心缺乏安全感。而用自己照片做头像的人，更倾向于公开表达自己。也就是说，他们更希望展现自己想塑造的积极的个人形象。,5,https://mandarinbean.com/avatar-story/
金融城精英,Financial City Elite,一说到金融城精英（包括银行专业人士、律师等），人们就会觉得很羡慕。他们拿着六位数的工资，还有着让人嫉妒的年终奖金等福利，对普通人来说，他们简直就是人生赢家。但是，他们也有着鲜为人知的辛酸，特别是近年来金融城中的一些自杀事件，让人震惊。 世界处于互联网时代，各地的工作节奏不断加快，金融、法律行业竞争激烈。加班是很平常的事，这是高工资的代价。莫利原来就职于英国著名的安理国际律师事务所，他举例说，一个星期五晚上，突然接到客户的一个电话说想谈一笔生意，并希望能在星期日成交。这就意味着要加班准备材料，但是市场竞争如此激烈，如果你不加紧争夺客户，客户可能会被竞争对手抢走，所以再累也要工作。 不过，现在已经有公司开始重视员工的精神健康，事情在向好的方面发展。,None,https://mandarinbean.com/financial-city-elite/
麦当劳希望自己变得更环保,McDonald’s wants to be greener,10月25日，麦当劳中国在北京举行的活动上宣布，从2018年底至2022年，麦当劳中国计划开设超过1800家绿色餐厅，占新开餐厅的95%以上。 绿色餐厅在建设阶段，会加强施工流程和废弃建筑材料的回收和管理，降低施工过程中的污染。内部设施上，还会使用更加节约水和能源的控制系统等。 建设绿色餐厅是麦当劳可持续发展行动计划（ScaleForGood）的一部分。计划包括促进包装与回收、儿童营养、节约能源和年轻人就业等。 麦当劳中国除了开设绿色餐厅，2018年11月开始，部分餐厅将减少吸管，鼓励消费者减少塑料吸管的使用或者设计新的杯盖。,5,https://mandarinbean.com/mcdonalds-wants-to-be-greener/
Gucci不愿与中国电子商务平台合作,Gucci is not willing to cooperate with China’s e-commerce platform,目前，中国是全球最大的奢侈品市场。 但是意大利奢侈品牌Gucci的CEO最近表示，由于假货泛滥，Gucci在中国市场不愿与阿里巴巴和京东运营的电子商务平台合作。 他说：假货肯定有问题，目前我想保持距离。同时，他也还和这两家公司都保持着联系。 为了追求高利润和声望，阿里巴巴去年开始和数十家奢侈品牌合作，包括蒂芙尼（Tiffany），巴宝莉（Burberry）等都入驻了天猫奢侈品频道。与此同时，京东也与圣罗兰（YSL），Farfetch等建立了合作。 但是他们的平台上经常出现一些假冒商品。阿里巴巴还曾在2015年被开云（Kering）集团起诉。,6,https://mandarinbean.com/gucci-is-not-willing-to-cooperate-with-chinas-e-commerce-platform/
