title_ch,title_eng,body,hsk_level,link
六个馒头,Six Steamed Bread,一天早上，小和尚发现师父和大师兄都得到了六个馒头，而他只得到了四个馒头。小和尚觉得这太不公平了，于是他找到师父，也要了六个馒头。很快，小和尚就把六个馒头吃完了，他吃得很饱。 过了一会儿，小和尚觉得肚子胀，口也很渴，就去喝了半碗水。几分钟后，小和尚的肚子比刚才更胀了，他的肚子开始难受起来。 这时，师父对小和尚说：”虽然你多得到了两个馒头，但是你并没有享受到这两个馒头的好处，相反，它们给你带来了痛苦。记住，得到不一定就是享受，知足常乐。”,3,https://mandarinbean.com/six-steamed-bread/
羚羊的胜利,Victory of the Antelope,两只羚羊正在草原上吃草，就在这时，一只猎豹突然向小羚羊跑了过来。大羚羊连忙喊：”快跑！”小羚羊听到了父亲的话，迅速跑走了。大羚羊一路指挥着小羚羊，虽然猎豹的速度很快，但它一直没能追上羚羊。 跑到安全的地方后，它们停了下来，小羚羊问父亲：”为什么我们要跑呢？我们可以和猎豹对抗！”大羚羊笑了笑，说：”如果我们和它对抗，那只能更早地成为它的晚饭。面对猎豹，我们只有先认输再逃跑才能获得最后的胜利。我们的胜利不是打倒它们，而是跑得比它们快！” 面对强敌时，只有“敢于认输”并“努力逃跑”，才有机会争取到真正属于自己的胜利。,4,https://mandarinbean.com/victory-of-the-antelope/
尴尬的经历,Embarrassing Experience,星期六中午，小张要去女朋友家吃饭。因为这是第一次见女朋友的父母，所以他非常紧张。早上7点，他就起床打扮起来了。中午11点，他准时到达女朋友家门口。 小张正准备敲门时，突然发现自己的一个同事从楼下走上来。他笑着打招呼：”刘哥，你好！你也在这儿住？”就在这时，女朋友打开了门。小张赶紧介绍说：”丽丽，这是我同事刘哥。刘哥，这是我女朋友……”不过女朋友没理他，对“刘哥”说：”爸，你回来了……”,3,https://mandarinbean.com/embarrassing-experience/
学习的真谛,The Essence of Learning,曾经，有一个学生对自己的老师说：”老师！您可以把您智慧的精华都告诉我吗？这样我就能变得像您一样聪明了。” 老师笑了笑，然后拿起一个苹果，大大地咬了一口。老师看着他的学生，嘴里不断咀嚼着苹果。过了一会儿，老师把已经嚼烂的苹果吐在手中，伸出手对这个学生说：”把这些吃下去！”学生惊讶地说：”老师！这……这怎么能吃呢？”老师说：”我咀嚼过的苹果，你知道不能吃。其实，我拥有的智慧的精华就像这咀嚼过的苹果，我可以直接给你，但它已经失去了原来新鲜而甜美的滋味了。学习需要亲自去咀嚼和体会，许多答案只有经过你自己的思考才能得到。”,4,https://mandarinbean.com/the-essence-of-learning/
今天是父女节,Today Is the Festival of Father and Daughter,3月8日是妇女节，这天晚上，六岁的女儿小小拉着爸爸的手坐在沙发上看电视。 过了一会儿，妈妈买菜回家了，小小对妈妈说：”妈妈，平时总是爸爸做饭，今天你做饭吧，让我和爸爸好好享受一下节日的快乐！” 妈妈觉得很奇怪，问：”小小，你刚刚说今天是谁的节日？” 小小认真地说：”今天是我和爸爸的节日啊！妈妈，你难道不知道父女节吗？”听完后，妈妈笑了起来，说：”傻孩子，今天是妇女节，是女人们的节日！”,3,https://mandarinbean.com/today-is-the-festival-of-father-and-daughter/
黑羊的价值,The Value of Black Sheep,农夫有三只小白羊和一只小黑羊。三只小白羊常常嘲笑小黑羊又黑又脏，农夫也不喜欢它。小黑羊觉得自己不如小白羊，所以经常一个人伤心流泪。 初春的一天，小白羊与小黑羊一起外出吃草，它们走得很远。可是没想到，突然下起了大雪。雪太厚了，小羊们没有办法行走，所以只能留在那里，等待农夫来救它们。 农夫发现四只小羊不见了，便立刻上山找，但四处一片雪白，根本找不到小羊。就在这时，农夫突然发现有一个小黑点，他马上跑过去一看，果然是他的四只小羊。农夫抱起小黑羊，感慨地说：”多亏小黑羊，不然，小羊们都要冻死在雪地里了！”,4,https://mandarinbean.com/the-value-of-black-sheep/
博士与渔夫,Doctor and Fisherman,一天，一个博士坐船欣赏风景。在船上，博士问渔夫：”你会数学吗？”渔夫说不会，博士就说：”那你的生命就要失去四分之一了。” 过了一会儿，博士又问：”你会哲学吗？”渔夫还是回答不会。博士又说：”那你的生命又要失去四分之一了。” 几分钟后，博士又问了：”你会科学吗？”渔夫仍然不会。 就在这时，突然刮起了大风，渔夫问博士：”你会游泳吗？”博士说不会，渔夫说：”那你的生命可能就要结束了！”,3,https://mandarinbean.com/doctor-and-fisherman/
迟到15分钟,15 Minutes Late,如果你和别人有一个约会，但是你大概要迟到15分钟，你会怎么办？打电话告诉对方你可能要迟到15分钟吗？ 其实，在这种情况下，你倒不如说：”我也许要迟到30分钟。”假如你老实地说：”我要迟到15分钟。”那么，即使你只是迟到了14分钟，对方也会觉得已经等你很久了。可是，如果你说的是30分钟，结果只迟到了15分钟，对方会觉得你早到了。并且你本来要30分钟才赶到，但你在15分钟之内就已经到了，可见你多么重视这个约会。如果他要责怪你，便是他不近人情了。你唯一可能遇到的问题是当你说要迟到30分钟时，对方或许会感到不满。,4,https://mandarinbean.com/15-minutes-late/
鼓励,Encouragement,一个小女孩被老师排除在合唱团之外，所以一个人在公园里伤心流泪。过了一会儿，她开始轻轻地唱歌。 ”唱得真好!”这时，一个声音响起来，”谢谢你，孩子，你让我度过了一个愉快的下午。”说话的是一个老人，他说完后就走了。第二天，那老人还坐在原来的位子上，满脸慈祥地听小女孩唱歌…… 很多年以后，小女孩成了有名的歌星，但她一直记着那位慈祥的老人。后来，她想去找那位老人表示感谢，才知道，老人已经不在了。,3,https://mandarinbean.com/encouragement/
经营幸福,Happiness,一对夫妻结婚一年了，妻子是一个很天真的人，在生活中她给丈夫带来了很多快乐的时光和记忆。 有一天，丈夫因为一件小事惹妻子生气了，妻子就对着丈夫一直说：”我不喜欢你、我不喜欢你……”说了好多遍。丈夫笑着说：”老婆，你是复读机吗？”然后妻子又继续重复那句话。丈夫打断她，说：”老婆，A面读完了，该读B面了。”妻子停了一会儿后，就开始说：”我还是不喜欢你、我还是不喜欢你……”又说了好多遍。丈夫说：”老婆，复读机坏了。”这时，妻子忍不住笑了，说：”复读机没坏，不过，我原谅你了。” 其实，幸福很简单，只要我们善于在生活中经营并且去呵护彼此，幸福就在我们身边。,4,https://mandarinbean.com/happiness-2/
智捉小偷,Catching Thief With Wisdom,一天晚上，一个农夫看见一个人拿着一大包东西向邻村跑去了。第二天，农夫发现原来是自己的棉花被偷了，于是他就去找聪明的弟弟麦克商量该怎么办。 麦克想了想，然后把邻村的人都邀请过来参加舞会。在舞会上，麦克对大家说：”不好意思，昨天我哥哥的棉花被偷了，而今天小偷却自己来了。你们看，到现在他的脸上和头发上还沾着棉花呢！” 这样一说，有一个人脸上和头发上没有沾棉花，却紧张地反复摸着他的脸和头发。麦克走到那个人旁边说：”小偷就是他！”就这样，偷棉花的人被抓住了。,3,https://mandarinbean.com/catching-thief-with-wisdom/
我们很富有,We Are Rich,从前有一个年轻人，每天抱怨自己没钱。有一天，一个老人路过他的身边，看到他如此颓废，就问：”你为什么这么颓废？”年轻人回答：”我没有钱，生活非常糟糕，这让我觉得非常痛苦。”这时老人说：”这简单啊！我花一万元买你的双手，这样你就有钱了。”年轻人愤怒地说：”这算什么办法，别说是一万了，一百万我也不卖。”老人笑了笑说：”你看，你不是很富有吗？你为什么不能像别人那样用自己的双手去创造财富呢？”这时，年轻人恍然大悟，他感谢了老人后就去找了一份工作，并最终改变了自己的人生。 无论我们遇到什么困难，只要我们用积极的方式去思考和面对，事情就有可能变得不一样。,4,https://mandarinbean.com/we-are-rich/
一次机会,One Chance,有一个人想学习射箭，于是找了一位射箭很厉害的师傅教他射箭。这个人拿起一张弓和两支箭准备试射。这时，师傅走了过来，拿走一支箭扔到了地上。” 您为什么把我的第二支箭拿走了呢？”徒弟惊讶地问。 “我拿走的不是第二支箭，是第一支，反正这支箭你也射不中箭靶。”师傅解释说。 “为什么？”徒弟感到很奇怪。 “如果你射箭的时候，一直想着你还有一次机会，你就不会珍惜第一次机会，所以有没有第一支箭都一样。”师傅回答。,3,https://mandarinbean.com/one-chance/
表情符号上车牌,Emoji on Car Number Plate,表情符号通常出现在短信息或网上聊天内容中，不过现在，一部分司机还可以把表情符号用在车牌上。 从3月1日开始，澳大利亚昆士兰的司机就可以把表情符号加到车牌上了。昆士兰的一个车牌公司想出了这个独特的创意，不过，他们只提供五个表情符号让司机选择。司机可以从大笑、眨眼、戴太阳镜、爱心眼、微笑这五个表情符号中选择一个自己最喜欢的表情。值得注意的是，这个公司提供的表情符号都是积极正面的。 在车牌上加表情符号需要司机花160美元到500美元。人们对这个新创意有着不同的看法，有的人认为，这个创意很可笑，但是也有人对于把表情符号加到车牌上感到兴奋。,4,https://mandarinbean.com/emoji-on-car-number-plate/
聪明的小孩,Smart Child,有一天，王奶奶看见路边有人正在卖苹果，于是问卖苹果的师傅：”苹果怎么卖？”师傅说：”两块钱一个，随便您挑。” 王奶奶在那里仔细地挑苹果。这时，一个小男孩突然跑过来，对她说：”奶奶，这苹果又大又红，您多买几个吧。”王奶奶笑着说：”好，就听你的，多买几个。”小男孩说完后，拿起一个苹果就跑走了。王奶奶挑了八个苹果后，给了师傅十六块钱。没想到，师傅说：”不好意思，还差两块钱，刚才你孙子还吃了一个呢。” 王奶奶惊讶地说：”我没有孙子啊……我明白了！原来那个男孩不是你儿子啊！”,3,https://mandarinbean.com/smart-child/
钉子,Nails,有一个男孩常常对别人乱发脾气。一天，他的父亲告诉他:”你每次发脾气的时候，就在后院的围墙上钉一根钉子。” 第一天，这个男孩钉了37根钉子。后来，男孩觉得控制自己的脾气比钉钉子要容易一些，所以他每天发脾气的次数就逐渐减少了。终于有一天，这个男孩能控制住自己的情绪了。 父亲又告诉他:”从现在开始，每次你控制住不发脾气的时候，就拔出一根钉子。”过了很久，男孩终于把所有的钉子都拔了出来。 父亲对男孩说：”孩子，你做得很好。但是你看这围墙上的小洞，他们将永远存在。围墙再也不能恢复到从前的样子了。所以你要时刻记住，不要随便把钉子钉进别人的心里。,4,https://mandarinbean.com/nails/
贪小便宜的后果,The Result of Coveting Little Advantages,小张是个爱贪小便宜的人。有一天，小张领了不少薪水，小李知道后想让小张请客吃饭。小张没办法，只好答应了。 小张和小李一起吃饭时，小张对小李说：”这顿饭我请客，可是下次你拿薪水了，一定也要请我吃饭啊！” 一段时间后，小李领了薪水。他记着之前的约定，所以就请小张去吃饭。可是没想到这次吃饭小张花的钱更多。原来这次因为是小李请客，于是他疯狂地吃，结果吃太饱了，把胃撑出了问题，最后只能去医院看医生了。,3,https://mandarinbean.com/the-result-of-coveting-little-advantages/
播种与收获,Sowing and Harvesting,有一个人经过绿洲，看到一位老人正在播种，就走过去问：”你好，大爷。这么热的天，你在这里做什么呢？” “我在种椰枣树。”老人回答。 “椰枣树？”那个人继续问，”大爷，你多大年纪了？” “我不知道，60，70，还是80……我忘记了……但这并不重要。” 那个年轻人说：”大爷，一棵椰枣树长成要五十多年，长成之后才能结出果实，所以最后您很可能无法收获果实，还是别干了吧。” 老人却说：”我吃的椰枣是前人种下的，我今天播种，是为了让后人能吃到我种的椰枣。”,3,https://mandarinbean.com/sowing-and-harvesting/
旅行,Travel,现在中国的经济发展越来越快，人们的生活也越来越好，开始注重寻找生活的乐趣。当人们有假期的时候，就会选择去旅游。年纪大的人会选择旅行社或者找导游，年轻人大部分会选择自助旅游。自助旅游可以节省很多钱，时间和计划也更灵活，而且，还能带给人们很多乐趣。很多时候他们都会在小地方发现有意思的东西，遇见可爱的人。所以现在自助旅游越来越受人们欢迎了。,4,https://mandarinbean.com/travel-story/
坚持自己的选择,Stick to Your Choice,从前有三个兄弟想从农村到城市去创造自己的事业，他们克服许多困难后终于来到了一座热闹的小镇。这里有三条路，其中只有一条能到达城市，但谁也说不清究竟哪条才是。他们各自选了一条路走了，30年后两个哥哥依旧留在贫穷的山村，而最小的弟弟却拥有了自己的公司。原来他们选择的三条路都非常艰难，充满各种挑战和痛苦。两个哥哥怀疑自己选择的路，所以遇到困难后就不能继续坚持，而小弟始终记着一位长者的话“走自己认为是对的路”。他相信自己的选择，所以坚持到了最后。 其实，每条路都能通向城市，走自己认为是对的路，并且坚持下去，你一定能获得成功。,4,https://mandarinbean.com/stick-to-your-choice/
公平,Fairness,两只小狗在争一块饼干，争得很厉害。这时，大狗走了过来。两只小狗看到了希望，不再争了，而是让大狗给它们分那块饼干。 大狗把饼干从中间分成了两半，两只小狗各拿到一块。但是A小狗告诉大狗，说它的那块小一些，于是，大狗就把B小狗的饼干咬掉一口；B小狗又说自己的饼干没有A小狗的大了，大狗又把A小狗的饼干咬了一口……就这样，两只小狗一次一次地吵，大狗一口一口地咬。结果，一块饼干全让大狗吃了。 原来，公平只是让双方心里平衡啊！,3,https://mandarinbean.com/fairness/
知道与做到,Know and Achieve,有一次，美国通用电气首席执行官杰克·韦尔奇应邀来中国给企业管理人员讲课。然而，听完课，很多人却感到很失望。他们问杰克·韦尔奇：”您讲的那些内容，我们也差不多知道，可是为什么我们之间的差距会那么大呢？”杰克·韦尔奇回答：”那是因为你们只是知道，而我却做到了，这就是我们的差别。” 从“知道”到“做到”，需要付诸行动，克服种种困难。很多人尽管“知道”却无法“做到”，原因大致有两个：一个是缺乏吃苦耐劳的精神，不能坚持到最后；另一个就是停留在“知道”的空谈，光说不做。 不去尝试，不去坚持，即使“知道”，最终成功也只能是一种空谈。,4,https://mandarinbean.com/know-and-achieve/
一个杯子,A Cup,一个富人问禅师：”我一生忙于赚钱，请问我应该赚多少才停止？” 禅师在桌子上放了一个杯子，然后用水壶给杯子倒水。水都溢满整张桌子了，禅师还是继续倒，直到把水壶里的水都倒完为止。 禅师问：”你懂了吗？” 富人回答：”我不明白这是什么意思？” 禅师说：”整壶水是你一生所赚的钱，杯子的容量是你一生所需要花的钱，赚超过自己所需要的财富，只会溢出来，但不能留住。”,3,https://mandarinbean.com/a-cup/
一杯水的重量,The Weight of a Glass of Water,有一位老师正在给学生们上课，大家都认真地听着。”大家认为这杯水有多重？”说着，老师拿起一杯水。有人说200克，也有人说300克。” 是的，它只有200克。那么这杯水你们可以拿多久呢？”老师接着说，”拿1分钟，各位一定觉得没问题；拿1个小时，可能觉得手酸；拿1天呢？1个星期呢？那可能得叫救护车了。”大家都笑了。 老师继续说：”其实这杯水的重量很轻，但是你拿得越久，就觉得越沉重。这如同把压力放在身上，不管压力是否很重，时间长了就会觉得越来越沉重而无法承担。所以，我们所承担的压力，应该在适当的时候放下，然后再重新拿起来，如此才能坚持更久。”,4,https://mandarinbean.com/the-weight-of-a-glass-of-water/
一叶障目,A Leaf Block Out Eyes,很久以前有个读书人，因为家里很穷，所以很想找到发财的方法。他读到一本书，书上说：”谁得到螳螂捕蝉时遮身的那片树叶，别人就看不见他了。”他非常高兴，于是跑到一棵树下希望找到那片树叶。一段时间后，他终于找到了那片树叶。但是一不小心那片树叶掉在地上，和其他树叶混在一起，再也辨认不出了。他只好把所有的树叶都拿回家，一片一片地试。他把树叶遮住自己的眼睛，问妻子：”你看得见我吗？”妻子总是说：”看得见！”后来，妻子被他问烦了，就随口说：”看不见！”他马上带着这片树叶，当面拿别人的东西，结果被别人当场抓住了。,3,https://mandarinbean.com/a-leaf-block-out-eyes/
生命的价值,Value of Life,在一个演讲上，一位著名的演说家手里拿着一张20美元的钞票，问：”谁要这20美元？”很多人的手举了起来。他接着说：”我打算把这20美元送给你们中的一位，但在这之前，请允许我做一件事。”说着他把钞票揉成一团，然后问：”谁还要？”仍有人举手。 他又说：”那么，假如我这样做又会怎么样呢？”他把钞票扔到地上，并且用脚踩它。这时，钞票已变得又脏又皱了。”现在谁还要？”演说家问，还是有人举手。最后，演说家说：”朋友们，无论我如何对待这张钞票，它依旧值20美元。在人生路上，我们可能会遇到很多失败，甚至觉得自己一文不值，但是请记住每个人都有自己独特的价值，你们永远不会失去价值！”,4,https://mandarinbean.com/value-of-life/
掩耳盗铃,Deceive Oneself,从前，有一个小偷看到一口漂亮的大钟，想把它背回自己家去。可是钟又大又重，想要拿回去只有一个办法，那就是把钟敲碎，然后再分别搬回家。 小偷找来一把大锤子，用力地敲了一下。钟发出了很大的声音，把他吓了一大跳。他一下子抱住了大钟，想捂住钟声，可钟声又怎么捂得住呢！小偷很着急，心想，这钟声不是在告诉人们我正在这里偷钟吗？ 他越听越害怕，不由自主地用手捂住了自己的耳朵。”竟然听不见了！”小偷高兴起来。他以为别人也听不见了，于是用布把耳朵塞住，用力地敲钟。钟声响亮地传到很远的地方，人们听到钟声后，跑过来把小偷捉住了。,4,https://mandarinbean.com/deceive-oneself/
"""万”字难写",“万” Is Hard to Write,从前，有个商人聘请了一位老师教他儿子认字。第一天上学，老师用笔在纸上写了一笔，说：”这是个‘一’字。”他儿子学得很认真。第二天上学，老师又在纸上写了两笔，说：”这是个’二’字。”第三天，老师在纸上写了三笔，说：”这是个‘三’字。”儿子觉得写字很简单，自己已经学会写字了，就请父亲辞退了老师。过了几天，商人让儿子写“万“字，可是写了一天也没写好，儿子说：”’万‘字竟然这么难写，我写了一天才写了3000划。” 知识是无穷无尽的，如果我们学习只满足于一知半解，那和这个笨儿子又有什么区别呢？,3,https://mandarinbean.com/wan-is-hard-to-write/
缺乏自信的老鼠,A Mouse Without Confidence,森林中有一只小老鼠，它觉得自己形象不佳，本领又小，生活在社会的最底层。于是，它来到山神面前，再三哀求山神把它变成一只猫，山神答应了它的要求。小老鼠变成猫后，没高兴几天，又有了新的问题，原来猫怕狗！它又去求山神，把自己变成了一只狗。可是没想到狗怕狼，于是小老鼠又跑去请求变成狼。像这样变了好多次后，小老鼠终于变成了大象。现在，动物们都怕它了，它高兴极了。但是一段时间后，小老鼠发现，大象最怕的竟然是老鼠。这时它眼中最伟大的形象又变成了老鼠，于是它又跑去哀求山神…… 羡慕别人是没有用的，因为每个人都有弱点。只有自信，才有勇气打败竞争对手。,4,https://mandarinbean.com/a-mouse-without-confidence/
新西兰进口,Imported From New Zealand,小文在饭馆吃饭，吃完后，服务员把账单拿给了他。他看了看账单，惊讶地说：”什么？一个西红柿炒鸡蛋竟然要两百元！” 女服务员说：”您看这个西红柿和鸡蛋都是从新西兰进口的。”忽然他看到豆腐竟然也要了一百多元，于是他指着豆腐问：”豆腐是中国发明的，难道这也要从新西兰进口吗？” 女服务员冷静地回答：”这是我们从超市买的。” 小文生气地问:”那怎么还要一百多元？” 女服务员说:”因为这个去买豆腐的服务员，是个新西兰的留学生。”,3,https://mandarinbean.com/imported-from-new-zealand/
亡羊补牢,Better Late Than Never,从前，有个人养了很多羊。一天早上他准备出去放羊，发现少了一只。原来羊圈破了个洞，晚上狼从洞里钻进来，把羊叼走了。邻居劝告他说：”赶快把羊圈修一修，堵住那个洞吧!”他说：”羊已经丢了，还修羊圈干什么呢?”所以，他没有接受邻居的劝告。 第二天早上，他准备出去放羊，发现又少了一只羊。原来狼又从洞里钻进来，把羊叼走了。他很后悔，赶快堵住了那个洞，把羊圈修补得结结实实。从此，他的羊再也没有被狼叼走过。 羊丢了，把羊圈修补好后，其他的羊就不会再丢了；犯了错误，立即改正，就能减少错误和损失。,4,https://mandarinbean.com/better-late-than-never/
生搬硬套,Apply Mechanically,一家饭馆的服务员请一位顾客猜谜语,3,https://mandarinbean.com/apply-mechanically/
元宵节,The Lantern Festival,元宵节又叫上元节，是春节之后的第一个重要节日，也是中国的传统节日，在2000多年前的西汉就有了。 正月是农历的“元月”，古人把“夜”称为“宵”，所以一年中第一个正月十五“月圆之夜”叫“元宵节”。 这一天的传统习俗是赏月、放烟花、猜灯谜、吃汤圆、舞龙舞狮等。 祝大家元宵节快乐！,4,https://mandarinbean.com/the-lantern-festival/
别忘了给自己喝彩,Don’t Forget to Cheer for Yourself,生活中，我们经常为别人喝彩，那你是否想到过为自己喝彩？ 有一个4岁的小女孩，她非常喜欢画画，家里的墙壁都被她涂得乱七八糟的。她的妈妈没办法，只好给她留了一个专门画画的地方，但她还是常常在那个范围之外画。妈妈生气地说：”听话，不然，无论你画得多好，爸爸妈妈也不会表扬你了！”小女孩还满脸的不在乎，说：”我自己可以表扬自己！” 女孩虽小，然而说出来的话却很有道理。在自己的人生舞台上，每个人都是主角。在现实生活中，也许你现在还默默无闻，但是如果你保持一种平稳的心态，多为自己喝彩，并且坚持下去，那么总有一天你会成功的。,4,https://mandarinbean.com/dont-forget-to-cheer-for-yourself/
拳击手的失误,Boxer’s Mistake,身材高大的拳击手去饭馆吃饭，他脱下大衣挂在门上。因为害怕大衣被别人拿走，所以他在大衣上留下了一张纸条：”拳击手的大衣在此，我一会儿就回来。”然后就放心地去吃饭了。当他吃完去拿大衣时，发现大衣不见了，只留下了一张纸条，上面写着：”杰出的跑步运动员拿走了大衣，他不再回来了！” 每个人都有自己的优点，你有的别人可能没有，别人有的你也未必有，不要总是盯着自己的长处而忽略了自己的不足，善于看到别人的长处和发现自己的不足也是很重要的。,3,https://mandarinbean.com/boxers-mistake/
搬不走的石头,Big Stone,从前，一户人家的门前有一块大石头。这块石头不但妨碍大家进出，而且还常常有人被它绊倒。 有一天，这户人家的儿子问他父亲：”爸爸，门前的那块石头那么危险，我们一起来把它搬走吧！”父亲笑着回答：”那块大石头很重的，我爷爷生活的时代，那块石头就在了。如果那么简单就能搬走，哪会让它留到现在啊？” 不过，儿子没有放弃。第二天，他自己用锄头把大石头周围的泥土都挖开，没想到很快整个大石头就松动了。他赶快叫别人来帮忙，轻而易举地就把那块石头搬走了。 有时阻碍我们去发现、去创造的，正是我们自己一直”认为”的东西。没有真正尝试过，怎么知道事情一定会像我们想的一样呢？,4,https://mandarinbean.com/big-stone/
给予即是快乐,Giving Is Happiness,从前有个国王，他非常宠爱自己的儿子。这位年轻的王子可以得到一切他想要的东西，然而他却常常皱着眉头，很不快乐。 一天，有一个人走进王宫，对国王说，他有办法让王子快乐起来。国王很高兴地回答：”如果你真的能办成这件事，那你提出的任何要求我都可以答应。” 这个人给了王子一封信，并且告诉王子一定要按照信上说的做。王子照着做了，不久，他就成了这个国家最快乐的少年。原来，信上只写了这样几个字:”每天为别人做一件善事！”,3,https://mandarinbean.com/giving-is-happiness/
花90%的时间考虑失败,Spend 90% of the Time Considering Failure,李嘉诚是著名的华人富豪，有记者采访李嘉诚：”大家都很好奇，您在半个多世纪的时间里，是怎么做到把事业扩张到世界各地，又能做到万无一失的呢？ 李嘉诚回答：”我往往会花0.9的时间考虑失败。”接着他解释道：”我不停地研究每个项目可能出现的问题。这就和船在离开港口之前，一定要想到万一遇到台风应该如何应付一样。” 记者问：”一般人满脑子都在想怎么成功，您为什么要花0.9的时间去考虑失败呢？” 李嘉诚沉稳地回答：”一定要先想到失败。一家公司，只要其中一个机构有了一个毛病，这个公司就有可能垮台……把各种失败考虑得越充分，成功的把握才会越大。”,4,https://mandarinbean.com/spend-90-of-the-time-considering-failure/
快乐,Happiness,一群年轻人到处寻找快乐，但是，却遇到许多烦恼和痛苦。他们问老师苏格拉底：”快乐到底在哪里？”苏格拉底说：”你们还是先帮我造一条船吧！” 年轻人们暂时把寻找快乐的事放到一边，用了49天，造成了一条独木船。他们邀请老师上船，一边划船，一边齐声唱歌。苏格拉底问：”孩子们，你们快乐吗？”学生们回答：”快乐极了！” 苏格拉底说：”快乐就是这样，它往往在你忙着做别的事情时突然来访。”,3,https://mandarinbean.com/happiness/
狗的敌人,Dog’s Enemy,狗站在镜子前，发现了一个敌人。它想：这个家伙自己从来没有见过，不知道它厉害不厉害，我先观察一下。但是它发现敌人也看着自己，并且好像一点儿也不怕它。 狗有点儿紧张了，它觉得这个家伙肯定很难对付，所以决定吓唬吓唬这个敌人，于是它朝敌人叫了起来：”汪汪，汪汪汪。”狗以为这样敌人会被吓跑，没想到，镜子里的敌人也会朝它汪汪汪地叫。它在心里说：”看来，今天遇到真正的对手了。”然后它张开大嘴，露出了锋利的牙齿。因为在它的经验里，所有敌人都害怕它的牙齿。可是这个敌人不但不怕，还露出了更加可怕的牙齿。 狗害怕极了，最后，它狼狈不堪地逃跑了。,4,https://mandarinbean.com/dogs-enemy/
想像力更重要,Imagination Is More Important,如果你必须和别人打架，你会选择一位普通人，还是一位空手道冠军？相信大部分的人会选择普通人。因为大家很清楚，空手道冠军很会打架。 但是在美国，有这样一个故事：有两个人因为一点儿小事打了起来，一个是普通人，另一个是有名的空手道冠军。几分钟后，结果出来了——空手道冠军输了。因为空手道冠军受到规则的束缚，不打头部，但是另一个人没有学过，重重地打了他的鼻子，然后他就站不起来了。 所以，想象力比知识更重要！,3,https://mandarinbean.com/imagination-is-more-important/
千里马,Swift Horse,有一白一黑两匹马，其中白色的是千里马，天生就有强壮的体魄，另外一匹黑色的马稍微差一些。 由于主人的收入不稳定，所以给它们的食物有的时候好，有的时候坏。于是，白千里马根据食物的好坏来决定奔跑速度，吃得好就跑快些，吃得不好就跑慢些。但是不管主人给的食物怎么样，黑马每次都会用力跑。 慢慢地主人发现，那匹白马有时跑得快，有时跑得慢，而黑马则越跑越快，于是在喂食物时，总是多给黑马一些。这样，千里马就更生气了，它想：你这么对待我，我也不会努力为你奔跑！ 又过了一段时间，主人感觉白马跑得不如黑马快，而且越来越慢。终于有一天，他决定把白马放到磨房拉磨。,4,https://mandarinbean.com/swift-horse/
改变人生的两小时,Two Hours of Life Changing,在一次同学聚会上，有一位同学引起了大家的注意，因为他的事业非常成功。但是，在大家以前的印象中，这位同学不是一位优秀的人，成绩和各方面的能力都很一般。 后来，有人问他：”你成功的秘诀是什么？”他回答：”其实也没什么，只是我把大部分时间用在了做一件事情上。” 原来，大学毕业后，他每天都会拿出两个小时来学习企业管理。几年后，他开了自己的公司。因为有丰富的积累，他的公司很快就变得越来越大。,3,https://mandarinbean.com/two-hours-of-life-changing/
荷兰男子申请改小年龄,Dutchman Sues to Lower Age,荷兰一名69岁的男子发起了一场法律诉讼，要求改变自己的年龄。埃米尔•拉特尔班德想把自己的生日从1949年3月11日改为1969年3月11日，他说：”在我们生活的时代，你可以改名字，改性别，那为什么我不能改年龄？”他希望能把年龄改小20岁，原因是他感觉自己因为年龄受到了歧视，这影响了他的就业机会和约会的成功率。他还说，如果能改变出生日期，他愿意放弃享受养老金的权利。 报道称，针对这个案件，有的法官认为目前的法律机制不允许一个人改变出生日期。其中一名法官想知道少的这20年要怎么办，比如，你父母那时候照顾的是谁？以前的那个小男孩是谁？,4,https://mandarinbean.com/dutchman-sues-to-lower-age/
杯子,Cup,有一个杯子，里面装了水，如果我问你：”这是什么？” 你会回答什么？我把水倒掉后，再问你相同的问题，你又会回答什么？当一个杯子装满水的时候，人们可能会说：”这是水。”当一个杯子装满牛奶的时候，人们可能会说：”这是牛奶。”只有杯子里什么东西也没有时，人们才会说：”看，这是一个杯子。” 其实我们也是一样，当我们心中装满了财富、成见、权势的时候，就不再是我们自己了。人往往热衷拥有很多，但往往很难真正拥有自己。,3,https://mandarinbean.com/cup/
黑色假日,The Black Holiday,很多人大概不知道，日本的劳动节是11月23日，这个节日的名字叫”勤劳感谢日”。每年到了勤劳感谢日，日本公众都能休息一天。大部分的人在这一天都会完全抛开工作烦恼，好好放松放松，但是却有人在这一天推出了”黑色假日”活动，请休息的人来体验给坏老板打工是什么感觉。 日本一直有工作时间长的传统，但即使在这种普遍的高压力的工作环境下，仍然有一些公司”脱颖而出”，因为它们完全不在乎员工是否幸福。这种公司被称为”黑公司”，任何想体验在黑公司工作的感觉，又不想真的在那里工作的人，可以通过申请”黑色假日”的特别活动来实现。,4,https://mandarinbean.com/the-black-holiday/
